<<<<<<< HEAD
시도,시군구,기준년도,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018
시도,시군구,기준년도,합계,일반국도,지방도,특별광역시도,시도,군도,고속국도,기타,합계,일반국도,지방도,특별광역시도,시도,군도,고속국도,기타,합계,일반국도,지방도,특별광역시도,시도,군도,고속국도,기타,합계,일반국도,지방도,특별광역시도,시도,군도,고속국도,기타,합계,일반국도,지방도,특별광역시도,시도,군도,고속국도,기타
합계,합계,사고건수,"33,170","3,153","3,556","11,322","9,806","2,060",353,"2,920","36,053","3,296","3,761","12,155","11,083","2,398",420,"2,940","35,761","3,392","3,712","11,990","11,015","2,294",478,"2,880","37,555","3,578","3,606","12,928","12,591","2,934",447,"1,471","38,647","3,672","3,533","13,451","12,798","2,638",469,"2,086"
합계,합계,사망자수,"1,815",302,293,402,495,149,34,140,"1,814",311,284,405,520,155,23,116,"1,732",299,254,376,467,182,40,114,"1,767",288,260,393,547,155,42,82,"1,682",272,254,353,506,157,43,97
합계,합계,부상자수,"35,352","3,619","3,827","11,670","10,497","2,268",493,"2,978","38,582","3,774","4,154","12,658","11,746","2,662",572,"3,016","38,413","3,866","4,084","12,490","11,829","2,523",700,"2,921","40,579","4,073","3,970","13,504","13,564","3,270",675,"1,523","41,833","4,215","3,894","14,183","13,839","2,939",593,"2,170"
합계,합계,중상자수,"16,799","1,652","1,942","5,258","5,032","1,173",221,"1,521","17,667","1,707","2,023","5,509","5,364","1,351",210,"1,503","16,938","1,681","1,934","5,288","5,215","1,224",218,"1,378","17,543","1,782","1,844","5,546","5,814","1,593",247,717,"17,076","1,740","1,700","5,402","5,639","1,378",203,"1,014"
합계,합계,경상자수,"16,653","1,779","1,712","5,615","5,013",976,261,"1,297","18,543","1,865","1,862","6,260","5,729","1,180",333,"1,314","19,203","1,989","1,951","6,327","5,992","1,185",420,"1,339","20,796","2,077","1,905","7,111","7,075","1,539",381,708,"22,298","2,248","1,982","7,832","7,493","1,405",321,"1,017"
합계,합계,부상신고자수,"1,900",188,173,797,452,119,11,160,"2,372",202,269,889,653,131,29,199,"2,272",196,199,875,622,114,62,204,"2,240",214,221,847,675,138,47,98,"2,459",227,212,949,707,156,69,139
서울,합계,사고건수,"5,009",-,-,"4,593",-,-,13,403,"5,388",-,-,"4,926",-,-,18,444,"5,219",-,-,"4,777",-,-,18,424,"5,357",-,-,"5,229",-,-,9,119,"5,761",-,-,"5,510",-,-,19,232
서울,합계,사망자수,136,-,-,131,-,-,0,5,139,-,-,132,-,-,1,6,128,-,-,117,-,-,1,10,139,-,-,134,-,-,2,3,121,-,-,118,-,-,1,2
서울,합계,부상자수,"5,112",-,-,"4,693",-,-,17,402,"5,575",-,-,"5,106",-,-,23,446,"5,376",-,-,"4,931",-,-,21,424,"5,570",-,-,"5,440",-,-,10,120,"5,989",-,-,"5,721",-,-,28,240
서울,합계,중상자수,"2,211",-,-,"2,004",-,-,9,198,"2,361",-,-,"2,151",-,-,7,203,"2,126",-,-,"1,935",-,-,4,187,"2,141",-,-,"2,081",-,-,4,56,"2,151",-,-,"2,048",-,-,5,98
서울,합계,경상자수,"2,451",-,-,"2,275",-,-,8,168,"2,707",-,-,"2,489",-,-,15,203,"2,789",-,-,"2,578",-,-,13,198,"2,990",-,-,"2,933",-,-,6,51,"3,376",-,-,"3,237",-,-,15,124
서울,합계,부상신고자수,450,-,-,414,-,-,0,36,507,-,-,466,-,-,1,40,461,-,-,418,-,-,4,39,439,-,-,426,-,-,0,13,462,-,-,436,-,-,8,18
서울,종로구,사고건수,140,-,-,132,-,-,-,8,168,-,-,160,-,-,-,8,173,-,-,166,-,-,-,7,192,-,-,186,-,-,-,6,191,-,-,187,-,-,-,4
서울,종로구,사망자수,3,-,-,3,-,-,-,0,3,-,-,3,-,-,-,0,5,-,-,5,-,-,-,0,7,-,-,7,-,-,-,0,1,-,-,1,-,-,-,0
서울,종로구,부상자수,142,-,-,134,-,-,-,8,173,-,-,165,-,-,-,8,177,-,-,170,-,-,-,7,200,-,-,194,-,-,-,6,208,-,-,204,-,-,-,4
서울,종로구,중상자수,49,-,-,46,-,-,-,3,63,-,-,57,-,-,-,6,71,-,-,68,-,-,-,3,82,-,-,78,-,-,-,4,70,-,-,69,-,-,-,1
서울,종로구,경상자수,73,-,-,70,-,-,-,3,88,-,-,86,-,-,-,2,93,-,-,90,-,-,-,3,97,-,-,95,-,-,-,2,113,-,-,112,-,-,-,1
서울,종로구,부상신고자수,20,-,-,18,-,-,-,2,22,-,-,22,-,-,-,0,13,-,-,12,-,-,-,1,21,-,-,21,-,-,-,0,25,-,-,23,-,-,-,2
서울,중구,사고건수,162,-,-,152,-,-,-,10,165,-,-,156,-,-,-,9,139,-,-,126,-,-,-,13,156,-,-,151,-,-,-,5,164,-,-,159,-,-,-,5
서울,중구,사망자수,1,-,-,1,-,-,-,0,3,-,-,3,-,-,-,0,6,-,-,6,-,-,-,0,1,-,-,1,-,-,-,0,3,-,-,3,-,-,-,0
서울,중구,부상자수,166,-,-,156,-,-,-,10,170,-,-,161,-,-,-,9,143,-,-,129,-,-,-,14,168,-,-,163,-,-,-,5,166,-,-,161,-,-,-,5
서울,중구,중상자수,73,-,-,68,-,-,-,5,85,-,-,82,-,-,-,3,64,-,-,59,-,-,-,5,73,-,-,71,-,-,-,2,66,-,-,66,-,-,-,0
서울,중구,경상자수,78,-,-,75,-,-,-,3,68,-,-,63,-,-,-,5,64,-,-,58,-,-,-,6,76,-,-,73,-,-,-,3,81,-,-,78,-,-,-,3
서울,중구,부상신고자수,15,-,-,13,-,-,-,2,17,-,-,16,-,-,-,1,15,-,-,12,-,-,-,3,19,-,-,19,-,-,-,0,19,-,-,17,-,-,-,2
서울,용산구,사고건수,158,-,-,149,-,-,-,9,169,-,-,158,-,-,-,11,167,-,-,159,-,-,-,8,163,-,-,159,-,-,-,4,170,-,-,167,-,-,-,3
서울,용산구,사망자수,1,-,-,1,-,-,-,0,7,-,-,7,-,-,-,0,4,-,-,4,-,-,-,0,2,-,-,2,-,-,-,0,7,-,-,7,-,-,-,0
서울,용산구,부상자수,164,-,-,155,-,-,-,9,167,-,-,156,-,-,-,11,171,-,-,163,-,-,-,8,170,-,-,166,-,-,-,4,177,-,-,174,-,-,-,3
서울,용산구,중상자수,63,-,-,60,-,-,-,3,56,-,-,53,-,-,-,3,67,-,-,62,-,-,-,5,56,-,-,54,-,-,-,2,56,-,-,56,-,-,-,0
서울,용산구,경상자수,87,-,-,83,-,-,-,4,92,-,-,85,-,-,-,7,91,-,-,88,-,-,-,3,106,-,-,104,-,-,-,2,111,-,-,108,-,-,-,3
서울,용산구,부상신고자수,14,-,-,12,-,-,-,2,19,-,-,18,-,-,-,1,13,-,-,13,-,-,-,0,8,-,-,8,-,-,-,0,10,-,-,10,-,-,-,0
서울,성동구,사고건수,153,-,-,145,-,-,-,8,177,-,-,167,-,-,-,10,139,-,-,126,-,-,-,13,161,-,-,154,-,-,-,7,158,-,-,157,-,-,-,1
서울,성동구,사망자수,4,-,-,4,-,-,-,0,4,-,-,4,-,-,-,0,5,-,-,5,-,-,-,0,4,-,-,4,-,-,-,0,3,-,-,3,-,-,-,0
서울,성동구,부상자수,157,-,-,149,-,-,-,8,181,-,-,171,-,-,-,10,143,-,-,130,-,-,-,13,168,-,-,161,-,-,-,7,161,-,-,160,-,-,-,1
서울,성동구,중상자수,68,-,-,66,-,-,-,2,95,-,-,90,-,-,-,5,59,-,-,52,-,-,-,7,71,-,-,67,-,-,-,4,53,-,-,53,-,-,-,0
서울,성동구,경상자수,79,-,-,74,-,-,-,5,74,-,-,70,-,-,-,4,64,-,-,60,-,-,-,4,84,-,-,82,-,-,-,2,103,-,-,102,-,-,-,1
서울,성동구,부상신고자수,10,-,-,9,-,-,-,1,12,-,-,11,-,-,-,1,20,-,-,18,-,-,-,2,13,-,-,12,-,-,-,1,5,-,-,5,-,-,-,0
서울,동대문구,사고건수,287,-,-,260,-,-,-,27,361,-,-,346,-,-,-,15,357,-,-,339,-,-,-,18,313,-,-,309,-,-,-,4,327,-,-,325,-,-,-,2
서울,동대문구,사망자수,11,-,-,11,-,-,-,0,7,-,-,7,-,-,-,0,5,-,-,5,-,-,-,0,11,-,-,11,-,-,-,0,5,-,-,5,-,-,-,0
서울,동대문구,부상자수,281,-,-,253,-,-,-,28,373,-,-,357,-,-,-,16,369,-,-,351,-,-,-,18,312,-,-,308,-,-,-,4,340,-,-,338,-,-,-,2
서울,동대문구,중상자수,136,-,-,121,-,-,-,15,164,-,-,158,-,-,-,6,160,-,-,151,-,-,-,9,115,-,-,113,-,-,-,2,146,-,-,144,-,-,-,2
서울,동대문구,경상자수,115,-,-,105,-,-,-,10,179,-,-,170,-,-,-,9,187,-,-,178,-,-,-,9,174,-,-,172,-,-,-,2,169,-,-,169,-,-,-,0
서울,동대문구,부상신고자수,30,-,-,27,-,-,-,3,30,-,-,29,-,-,-,1,22,-,-,22,-,-,-,0,23,-,-,23,-,-,-,0,25,-,-,25,-,-,-,0
서울,성북구,사고건수,235,-,-,214,-,-,-,21,275,-,-,248,-,-,-,27,248,-,-,212,-,-,-,36,285,-,-,281,-,-,-,4,228,-,-,225,-,-,-,3
서울,성북구,사망자수,4,-,-,4,-,-,-,0,8,-,-,7,-,-,-,1,5,-,-,5,-,-,-,0,11,-,-,11,-,-,-,0,9,-,-,9,-,-,-,0
서울,성북구,부상자수,244,-,-,223,-,-,-,21,285,-,-,256,-,-,-,29,254,-,-,217,-,-,-,37,287,-,-,283,-,-,-,4,227,-,-,224,-,-,-,3
서울,성북구,중상자수,111,-,-,103,-,-,-,8,121,-,-,112,-,-,-,9,96,-,-,85,-,-,-,11,99,-,-,97,-,-,-,2,90,-,-,88,-,-,-,2
서울,성북구,경상자수,116,-,-,106,-,-,-,10,146,-,-,128,-,-,-,18,146,-,-,121,-,-,-,25,167,-,-,165,-,-,-,2,119,-,-,119,-,-,-,0
서울,성북구,부상신고자수,17,-,-,14,-,-,-,3,18,-,-,16,-,-,-,2,12,-,-,11,-,-,-,1,21,-,-,21,-,-,-,0,18,-,-,17,-,-,-,1
서울,도봉구,사고건수,171,-,-,156,-,-,-,15,170,-,-,159,-,-,-,11,171,-,-,159,-,-,-,12,170,-,-,168,-,-,-,2,190,-,-,190,-,-,-,-
서울,도봉구,사망자수,5,-,-,5,-,-,-,0,3,-,-,3,-,-,-,0,4,-,-,4,-,-,-,0,3,-,-,3,-,-,-,0,1,-,-,1,-,-,-,-
서울,도봉구,부상자수,168,-,-,153,-,-,-,15,178,-,-,167,-,-,-,11,172,-,-,160,-,-,-,12,177,-,-,175,-,-,-,2,199,-,-,199,-,-,-,-
서울,도봉구,중상자수,70,-,-,65,-,-,-,5,85,-,-,79,-,-,-,6,80,-,-,75,-,-,-,5,71,-,-,70,-,-,-,1,82,-,-,82,-,-,-,-
서울,도봉구,경상자수,69,-,-,64,-,-,-,5,76,-,-,72,-,-,-,4,74,-,-,68,-,-,-,6,86,-,-,85,-,-,-,1,97,-,-,97,-,-,-,-
서울,도봉구,부상신고자수,29,-,-,24,-,-,-,5,17,-,-,16,-,-,-,1,18,-,-,17,-,-,-,1,20,-,-,20,-,-,-,0,20,-,-,20,-,-,-,-
서울,은평구,사고건수,195,-,-,174,-,-,-,21,208,-,-,180,-,-,-,28,217,-,-,186,-,-,-,31,195,-,-,186,-,-,-,9,244,-,-,233,-,-,-,11
서울,은평구,사망자수,2,-,-,2,-,-,-,0,11,-,-,11,-,-,-,0,9,-,-,7,-,-,-,2,6,-,-,6,-,-,-,0,7,-,-,7,-,-,-,0
서울,은평구,부상자수,201,-,-,180,-,-,-,21,206,-,-,177,-,-,-,29,221,-,-,192,-,-,-,29,209,-,-,200,-,-,-,9,247,-,-,235,-,-,-,12
서울,은평구,중상자수,89,-,-,77,-,-,-,12,79,-,-,64,-,-,-,15,102,-,-,89,-,-,-,13,86,-,-,83,-,-,-,3,112,-,-,106,-,-,-,6
서울,은평구,경상자수,86,-,-,81,-,-,-,5,111,-,-,100,-,-,-,11,104,-,-,91,-,-,-,13,109,-,-,103,-,-,-,6,118,-,-,113,-,-,-,5
서울,은평구,부상신고자수,26,-,-,22,-,-,-,4,16,-,-,13,-,-,-,3,15,-,-,12,-,-,-,3,14,-,-,14,-,-,-,0,17,-,-,16,-,-,-,1
서울,서대문구,사고건수,156,-,-,138,-,-,-,18,180,-,-,155,-,-,-,25,173,-,-,155,-,-,-,18,166,-,-,160,-,-,-,6,203,-,-,196,-,-,-,7
